-3.141593 0.000000 0.570349
-3.124139 0.000038 0.569503
-3.106686 0.000153 0.566974
-3.089233 0.000345 0.562786
-3.071779 0.000613 0.556982
-3.054326 0.000957 0.549620
-3.036873 0.001377 0.540771
-3.019420 0.001871 0.530522
-3.001966 0.002441 0.518970
-2.984513 0.003083 0.506223
-2.967060 0.003799 0.492396
-2.949606 0.004587 0.477613
-2.932153 0.005447 0.462000
-2.914700 0.006376 0.445686
-2.897247 0.007374 0.428803
-2.879793 0.008440 0.411480
-2.862340 0.009573 0.393842
-2.844887 0.010771 0.376013
-2.827433 0.012032 0.358108
-2.809980 0.013355 0.340237
-2.792527 0.014739 0.322503
-2.775074 0.016182 0.304998
-2.757620 0.017682 0.287808
-2.740167 0.019237 0.271008
-2.722714 0.020845 0.254662
-2.705260 0.022504 0.238827
-2.687807 0.024213 0.223550
-2.670354 0.025970 0.208868
-2.652900 0.027771 0.194810
-2.635447 0.029615 0.181397
-2.617994 0.031500 0.168641
-2.600541 0.033423 0.156550
-2.583087 0.035383 0.145124
-2.565634 0.037376 0.134357
-2.548181 0.039400 0.124238
-2.530727 0.041453 0.114753
-2.513274 0.043532 0.105886
-2.495821 0.045635 0.097613
-2.478368 0.047759 0.089914
-2.460914 0.049902 0.082762
-2.443461 0.052060 0.076132
-2.426008 0.054232 0.069997
-2.408554 0.056415 0.064330
-2.391101 0.058605 0.059104
-2.373648 0.060801 0.054290
-2.356194 0.063000 0.049864
-2.338741 0.065199 0.045799
-2.321288 0.067395 0.042069
-2.303835 0.069585 0.038651
-2.286381 0.071768 0.035522
-2.268928 0.073940 0.032659
-2.251475 0.076098 0.030043
-2.234021 0.078241 0.027653
-2.216568 0.080365 0.025472
-2.199115 0.082468 0.023482
-2.181662 0.084547 0.021668
-2.164208 0.086600 0.020013
-2.146755 0.088624 0.018506
-2.129302 0.090617 0.017133
-2.111848 0.092577 0.015883
-2.094395 0.094500 0.014744
-2.076942 0.096385 0.013707
-2.059489 0.098229 0.012763
-2.042035 0.100030 0.011904
-2.024582 0.101787 0.011122
-2.007129 0.103496 0.010411
-1.989675 0.105155 0.009764
-1.972222 0.106763 0.009175
-1.954769 0.108318 0.008639
-1.937315 0.109818 0.008152
-1.919862 0.111261 0.007710
-1.902409 0.112645 0.007308
-1.884956 0.113968 0.006943
-1.867502 0.115229 0.006613
-1.850049 0.116427 0.006313
-1.832596 0.117560 0.006043
-1.815142 0.118626 0.005799
-1.797689 0.119624 0.005579
-1.780236 0.120553 0.005382
-1.762783 0.121413 0.005206
-1.745329 0.122201 0.005050
-1.727876 0.122917 0.004912
-1.710423 0.123559 0.004791
-1.692969 0.124129 0.004687
-1.675516 0.124623 0.004598
-1.658063 0.125043 0.004524
-1.640609 0.125387 0.004464
-1.623156 0.125655 0.004418
-1.605703 0.125847 0.004385
-1.588250 0.125962 0.004366
-1.570796 0.126000 0.004359
-1.553343 0.125962 0.004366
-1.535890 0.125847 0.004385
-1.518436 0.125655 0.004418
-1.500983 0.125387 0.004464
-1.483530 0.125043 0.004524
-1.466077 0.124623 0.004598
-1.448623 0.124129 0.004687
-1.431170 0.123559 0.004791
-1.413717 0.122917 0.004912
-1.396263 0.122201 0.005050
-1.378810 0.121413 0.005206
-1.361357 0.120553 0.005382
-1.343904 0.119624 0.005579
-1.326450 0.118626 0.005799
-1.308997 0.117560 0.006043
-1.291544 0.116427 0.006313
-1.274090 0.115229 0.006613
-1.256637 0.113968 0.006943
-1.239184 0.112645 0.007308
-1.221730 0.111261 0.007710
-1.204277 0.109818 0.008152
-1.186824 0.108318 0.008639
-1.169371 0.106763 0.009175
-1.151917 0.105155 0.009764
-1.134464 0.103496 0.010411
-1.117011 0.101787 0.011122
-1.099557 0.100030 0.011904
-1.082104 0.098229 0.012763
-1.064651 0.096385 0.013707
-1.047198 0.094500 0.014744
-1.029744 0.092577 0.015883
-1.012291 0.090617 0.017133
-0.994838 0.088624 0.018506
-0.977384 0.086600 0.020013
-0.959931 0.084547 0.021668
-0.942478 0.082468 0.023482
-0.925025 0.080365 0.025472
-0.907571 0.078241 0.027653
-0.890118 0.076098 0.030043
-0.872665 0.073940 0.032659
-0.855211 0.071768 0.035522
-0.837758 0.069585 0.038651
-0.820305 0.067395 0.042069
-0.802851 0.065199 0.045799
-0.785398 0.063000 0.049864
-0.767945 0.060801 0.054290
-0.750492 0.058605 0.059104
-0.733038 0.056415 0.064330
-0.715585 0.054232 0.069997
-0.698132 0.052060 0.076132
-0.680678 0.049902 0.082762
-0.663225 0.047759 0.089914
-0.645772 0.045635 0.097613
-0.628319 0.043532 0.105886
-0.610865 0.041453 0.114753
-0.593412 0.039400 0.124238
-0.575959 0.037376 0.134357
-0.558505 0.035383 0.145124
-0.541052 0.033423 0.156550
-0.523599 0.031500 0.168641
-0.506145 0.029615 0.181397
-0.488692 0.027771 0.194810
-0.471239 0.025970 0.208868
-0.453786 0.024213 0.223550
-0.436332 0.022504 0.238827
-0.418879 0.020845 0.254662
-0.401426 0.019237 0.271008
-0.383972 0.017682 0.287808
-0.366519 0.016182 0.304998
-0.349066 0.014739 0.322503
-0.331613 0.013355 0.340237
-0.314159 0.012032 0.358108
-0.296706 0.010771 0.376013
-0.279253 0.009573 0.393842
-0.261799 0.008440 0.411480
-0.244346 0.007374 0.428803
-0.226893 0.006376 0.445686
-0.209440 0.005447 0.462000
-0.191986 0.004587 0.477613
-0.174533 0.003799 0.492396
-0.157080 0.003083 0.506223
-0.139626 0.002441 0.518970
-0.122173 0.001871 0.530522
-0.104720 0.001377 0.540771
-0.087266 0.000957 0.549620
-0.069813 0.000613 0.556982
-0.052360 0.000345 0.562786
-0.034907 0.000153 0.566974
-0.017453 0.000038 0.569503
0.000000 0.000000 0.570349
0.017453 0.000038 0.569503
0.034907 0.000153 0.566974
0.052360 0.000345 0.562786
0.069813 0.000613 0.556982
0.087266 0.000957 0.549620
0.104720 0.001377 0.540771
0.122173 0.001871 0.530522
0.139626 0.002441 0.518970
0.157080 0.003083 0.506223
0.174533 0.003799 0.492396
0.191986 0.004587 0.477613
0.209440 0.005447 0.462000
0.226893 0.006376 0.445686
0.244346 0.007374 0.428803
0.261799 0.008440 0.411480
0.279253 0.009573 0.393842
0.296706 0.010771 0.376013
0.314159 0.012032 0.358108
0.331613 0.013355 0.340237
0.349066 0.014739 0.322503
0.366519 0.016182 0.304998
0.383972 0.017682 0.287808
0.401426 0.019237 0.271008
0.418879 0.020845 0.254662
0.436332 0.022504 0.238827
0.453786 0.024213 0.223550
0.471239 0.025970 0.208868
0.488692 0.027771 0.194810
0.506145 0.029615 0.181397
0.523599 0.031500 0.168641
0.541052 0.033423 0.156550
0.558505 0.035383 0.145124
0.575959 0.037376 0.134357
0.593412 0.039400 0.124238
0.610865 0.041453 0.114753
0.628319 0.043532 0.105886
0.645772 0.045635 0.097613
0.663225 0.047759 0.089914
0.680678 0.049902 0.082762
0.698132 0.052060 0.076132
0.715585 0.054232 0.069997
0.733038 0.056415 0.064330
0.750492 0.058605 0.059104
0.767945 0.060801 0.054290
0.785398 0.063000 0.049864
0.802851 0.065199 0.045799
0.820305 0.067395 0.042069
0.837758 0.069585 0.038651
0.855211 0.071768 0.035522
0.872665 0.073940 0.032659
0.890118 0.076098 0.030043
0.907571 0.078241 0.027653
0.925025 0.080365 0.025472
0.942478 0.082468 0.023482
0.959931 0.084547 0.021668
0.977384 0.086600 0.020013
0.994838 0.088624 0.018506
1.012291 0.090617 0.017133
1.029744 0.092577 0.015883
1.047198 0.094500 0.014744
1.064651 0.096385 0.013707
1.082104 0.098229 0.012763
1.099557 0.100030 0.011904
1.117011 0.101787 0.011122
1.134464 0.103496 0.010411
1.151917 0.105155 0.009764
1.169371 0.106763 0.009175
1.186824 0.108318 0.008639
1.204277 0.109818 0.008152
1.221730 0.111261 0.007710
1.239184 0.112645 0.007308
1.256637 0.113968 0.006943
1.274090 0.115229 0.006613
1.291544 0.116427 0.006313
1.308997 0.117560 0.006043
1.326450 0.118626 0.005799
1.343904 0.119624 0.005579
1.361357 0.120553 0.005382
1.378810 0.121413 0.005206
1.396263 0.122201 0.005050
1.413717 0.122917 0.004912
